price,displacement,cylinders,tank,height,length,width,doors,mileage,fuel,type
1610180,2179,4,70,1785,4585,1890,5,14,Petrol,Automatic
1418313,2179,4,70,1785,4585,1890,5,15,Diesel,Manual
1539488,2179,4,70,1785,4585,1890,5,16,Diesel,Automatic
1588943,2179,4,70,1785,4585,1890,5,16,Diesel,Manual
1710118,2179,4,70,1785,4585,1890,5,16,Diesel,Automatic
1716319,2179,4,70,1785,4585,1890,5,16,Diesel,Manual
1837586,2179,4,70,1785,4585,1890,5,16,Diesel,Automatic
1741319,2179,4,70,1785,4585,1890,5,16,Diesel,Manual
1862586,2179,4,70,1785,4585,1890,5,16,Diesel,Automatic
1852488,2179,4,70,1785,4585,1890,5,16,Diesel,Manual
1973664,2179,4,70,1785,4585,1890,5,16,Diesel,Automatic
1230924,2179,4,70,1785,4585,1890,5,16,Diesel,Manual
1639374,2179,4,60,1791,4788,1903,5,18,Diesel,Manual
1912593,2179,4,60,1791,4788,1903,5,18,Diesel,Automatic
1371864,2179,4,60,1791,4788,1903,5,18,Diesel,Manual
1531377,2179,4,60,1791,4788,1903,5,18,Diesel,Manual
1605000,2393,4,55,1795,4735,1830,5,15,Diesel,Manual
1927000,2393,4,55,1795,4735,1830,5,15,Diesel,Manual
1610000,2393,4,55,1795,4735,1830,5,15,Diesel,Manual
1932000,2393,4,55,1795,4735,1830,5,15,Diesel,Manual
2113000,2393,4,55,1795,4735,1830,5,15,Diesel,Manual
1620000,2694,4,55,1795,4735,1830,5,11,Petrol,Automatic
1615000,2694,4,55,1795,4735,1830,5,11,Petrol,Automatic
2103000,2393,4,55,1795,4735,1830,5,11,Petrol,Automatic
1807000,2393,4,55,1795,4735,1830,5,11,Petrol,Manual
1493000,2755,4,55,1795,4735,1830,5,11,Petrol,Manual
1498000,2755,4,55,1795,4735,1830,5,11,Petrol,Manual
2097000,2393,4,55,1795,4735,1830,5,15,Diesel,Manual
1892000,2393,4,55,1795,4735,1830,5,11,Petrol,Manual
2171000,2694,4,55,1795,4735,1830,5,11,Petrol,Automatic
1592000,2393,4,55,1795,4735,1830,5,15,Diesel,Manual
1587000,2393,4,55,1795,4735,1830,5,15,Diesel,Manual
1996000,1368,6,60,1640,4395,1818,5,16,Petrol,Automatic
1560000,1368,6,60,1640,4395,1818,5,16,Petrol,Manual
2055000,1368,6,60,1640,4395,1818,5,14,Petrol,Automatic
1661000,1956,6,60,1640,4395,1818,5,17,Diesel,Manual
1803000,1956,6,60,1640,4395,1818,5,17,Diesel,Manual
1888000,1956,6,60,1640,4395,1818,5,17,Diesel,Manual
1973000,1956,6,60,1640,4395,1818,5,17,Diesel,Manual
2022000,1956,6,60,1640,4395,1818,5,17,Diesel,Manual
2151000,1956,6,60,1640,4395,1818,5,16,Diesel,Manual
2199000,1956,6,60,1640,4395,1818,5,16,Diesel,Manual
2167000,1368,6,60,1640,4395,1818,5,16,Petrol,Automatic
2133000,1956,6,60,1640,4395,1818,5,17,Diesel,Manual
2311000,1956,6,60,1640,4395,1818,5,16,Diesel,Manual
1699000,1956,6,60,1640,4395,1818,5,17,Diesel,Manual
1599000,1368,6,60,1640,4395,1818,5,16,Petrol,Manual
1900000,1368,6,60,1640,4395,1818,5,14,Petrol,Automatic
2070000,1368,6,60,1640,4395,1818,5,16,Petrol,Automatic
2036300,1956,6,60,1640,4395,1818,5,17,Diesel,Manual
2214000,1956,6,60,1640,4395,1818,5,16,Diesel,Manual
2499000,1956,6,60,1640,4395,1818,5,17,Diesel,Automatic
2196000,1956,6,60,1640,4395,1818,5,17,Diesel,Automatic
1645000,1798,4,55,1475,4620,1775,4,17,Petrol,Manual
1806000,1798,4,55,1475,4620,1775,4,17,Petrol,Automatic
1882000,1798,4,55,1475,4620,1775,4,17,Petrol,Manual
1936000,1364,4,43,1475,4620,1775,4,21,Diesel,Manual
1771000,1364,4,43,1475,4620,1775,4,21,Diesel,Manual
2019000,1798,4,55,1475,4620,1775,4,17,Petrol,Automatic
1793900,1799,4,47,1433,4656,1799,4,17,Petrol,Automatic
1944900,1799,4,47,1433,4656,1799,4,17,Petrol,Automatic
2124900,1799,4,47,1433,4656,1799,4,17,Petrol,Automatic
2054900,1597,4,47,1433,4656,1799,4,27,Diesel,Manual
2234900,1597,4,47,1433,4656,1799,4,27,Diesel,Manual
2599599,1798,4,66,1483,4861,1864,4,14,Petrol,Manual
2779599,1798,4,66,1483,4861,1864,4,15,Petrol,Automatic
3099599,1798,4,66,1483,4861,1864,4,14,Petrol,Automatic
3349599,1968,4,66,1483,4861,1864,4,18,Diesel,Automatic
3029599,1968,4,66,1483,4861,1864,4,18,Diesel,Automatic
2599599,1798,4,66,1483,4861,1864,4,15,Petrol,Automatic
2849599,1968,4,66,1483,4861,1864,4,18,Diesel,Automatic
2769000,1984,5,60,1420,4369,2041,5,17,Diesel,Automatic
3191000,1984,5,60,1420,4369,2041,5,17,Diesel,Automatic
3205000,2755,4,80,1835,4795,1855,5,13,Diesel,Automatic
3019000,2755,4,80,1835,4795,1855,5,14,Diesel,Manual
3216000,2755,4,80,1835,4795,1855,5,14,Diesel,Manual
3395000,2755,4,80,1835,4795,1855,5,13,Diesel,Automatic
2977000,2694,4,80,1835,4795,1855,5,10,Petrol,Automatic
2818000,2694,4,80,1835,4795,1855,5,10,Petrol,Manual
3420000,2755,4,80,1835,4795,1855,5,13,Diesel,Automatic
3470000,3198,5,80,1837,4903,1869,5,11,Diesel,Automatic
3233000,2198,4,80,1837,4903,1869,5,13,Diesel,Automatic
2920000,2198,4,80,1837,4903,1869,5,13,Diesel,Manual
2990000,1496,3,44,1414,3821,1727,3,21,Diesel,Automatic
3420000,1998,4,44,1414,3850,1727,3,16,Petrol,Automatic
3399000,1968,4,63,1665,4697,1882,5,16,Diesel,Automatic
3520000,1995,4,51,1612,4439,2060,5,21,Diesel,Automatic
3930000,1995,4,51,1612,4439,2058,5,21,Diesel,Automatic
4570000,1995,4,51,1612,4439,2058,5,21,Diesel,Automatic
4240000,1995,4,61,1545,4477,2058,5,17,Diesel,Automatic
3830000,1998,4,51,1612,4439,1821,5,16,Petrol,Automatic
3850500,1984,5,68,1484,4635,1865,4,22,Diesel,Automatic
4140000,1995,4,40,1429,4633,1811,5,20,Diesel,Automatic
4690000,1995,4,40,1429,4633,1811,5,20,Diesel,Automatic
4790000,1998,4,59,1429,4633,1811,5,16,Petrol,Automatic
4426500,2400,5,67,1539,4637,2097,4,20,Diesel,Automatic
5021200,1968,4,64,1608,4388,1831,5,17,Diesel,Automatic
5621200,1968,4,64,1608,4388,1831,5,16,Diesel,Automatic
5021200,1984,6,70,1659,4663,1898,5,12,Petrol,Automatic
5621200,1984,6,70,1659,4663,1898,5,12,Petrol,Automatic
5861062,1991,4,80,1494,5063,1860,4,12,Petrol,Automatic
7285332,2987,6,80,1494,5063,1860,4,142,Diesel,Automatic
5964321,2987,6,80,1494,5063,1860,4,142,Diesel,Automatic
15000000,5461,8,80,1474,4879,1854,4,9,Petrol,Automatic
5750000,1991,4,80,1494,5063,1860,4,12,Petrol,Automatic
6150000,1991,4,80,1494,5063,1860,4,12,Petrol,Automatic
5850000,2987,6,80,1494,5063,1860,4,142,Diesel,Automatic
6250000,2987,6,80,1494,5063,1860,4,142,Diesel,Automatic
5990000,1969,5,70,1658,4688,1902,5,19,Diesel,Automatic
6060000,1995,4,60,1621,4752,1918,5,16,Diesel,Automatic
6590000,2993,6,68,1621,4752,1918,5,16,Diesel,Automatic
6350000,1998,6,68,1621,4752,1918,5,13,Petrol,Automatic
6394000,1999,4,85,1838,4882,1877,5,8,Petrol,Automatic
6490000,1998,4,52,1304,4324,2024,2,8,Petrol,Automatic
7890000,2998,6,52,1304,4324,1459,2,8,Petrol,Automatic
7221500,2967,6,75,1740,5052,1968,5,15,Diesel,Automatic
8021500,2967,6,75,1740,5052,1968,5,15,Diesel,Automatic
6921500,1984,6,75,1740,5052,1968,5,12,Petrol,Automatic
8111500,2967,6,75,1740,5052,1968,5,15,Diesel,Automatic
7246802,1997,4,65,1665,4797,2145,5,13,Petrol,Automatic
7500000,1950,6,80,1475,4933,1852,4,12,Diesel,Automatic
8790000,1969,4,68,1776,4950,2140,5,17,Diesel,Automatic
8090000,1969,4,68,1776,4950,2140,5,17,Diesel,Automatic
9665000,1969,4,68,1776,4950,2140,5,17,Hybrid,Automatic
8491500,1969,4,68,1776,4950,2140,5,17,Diesel,Automatic
14908985,4367,8,105,1803,4879,2220,5,12,Diesel,Automatic
9738609,2993,6,82,1457,5252,1899,4,13,Diesel,Automatic
10725145,2993,6,83,1457,5252,1899,4,13,Diesel,Automatic
11129599,2993,6,82,1460,5255,1899,4,13,Diesel,Automatic
15806000,2995,6,75,1696,4918,1983,5,3,Hybrid,Automatic
19210000,3996,6,90,1673,4926,1983,5,16,Petrol,Automatic
14699000,4461,8,93,1910,4950,1980,5,9,Diesel,Automatic
17072000,3993,8,75,1419,5012,1911,4,10,Petrol,Automatic
26037526,4999,8,105,1877,4999,2034,5,10,Petrol,Automatic
32522000,4999,8,105,1827,4999,2220,5,10,Petrol,Automatic
19527130,2995,6,85,1840,5199,2220,5,12,Petrol,Automatic
40499548,4999,8,65,1835,4999,2220,4,10,Petrol,Automatic
21398758,2995,6,85,1840,5199,2220,5,12,Petrol,Automatic
19865675,4691,8,75,1353,4881,2056,2,10,Petrol,Automatic
21583466,3982,8,75,1288,4546,1939,2,8,Petrol,Automatic
23264134,3982,8,75,1284,4551,2007,2,8,Petrol,Automatic
22733626,3982,8,75,1259,4544,1939,2,8,Petrol,Automatic
37133704,5204,10,90,1165,4459,1924,2,11,Petrol,Automatic
32452486,5204,10,90,1165,4459,1924,2,11,Petrol,Automatic
35150732,5204,10,90,1165,4459,1924,2,8,Petrol,Automatic
37614126,5204,10,90,1165,4459,1924,2,11,Petrol,Automatic
35535000,5204,10,90,1165,4459,1924,2,11,Petrol,Automatic
40742932,5204,10,90,1165,4459,1924,2,11,Petrol,Automatic
37300000,5204,10,90,1165,4459,1924,2,11,Petrol,Automatic
32200000,5204,10,90,1165,4520,1933,2,11,Petrol,Automatic
36761413,3902,8,78,1213,4568,1952,2,6,Petrol,Automatic
39319552,3902,8,78,1213,4568,1952,2,6,Petrol,Automatic
42000000,3900,8,91,1383,4922,1980,2,6,Petrol,Automatic
52000000,6262,8,91,1383,4922,1980,2,6,Petrol,Automatic
47893943,6498,12,90,1136,4780,2030,2,5,Petrol,Automatic
53210327,6498,12,90,1136,4780,2030,2,9,Petrol,Automatic
47467700,6498,12,90,1136,4797,2030,2,5,Petrol,Automatic
59216193,6598,12,80,1502,5285,1947,2,8,Petrol,Automatic
83755383,6749,12,100,1638,5842,1990,2,10,Petrol,Automatic
282778,796,3,35,1640,3370,1410,5,17,Petrol,Manual
284485,796,3,36,1640,3370,1410,5,17,Petrol,Manual
412292,1198,3,35,1507,3995,1635,5,21,Petrol,Manual
552656,1198,3,35,1507,3995,1635,5,21,Petrol,Manual
574448,1198,3,35,1507,3995,1635,5,21,Petrol,Manual
555196,1198,3,35,1507,3995,1635,5,21,Petrol,Manual
500575,1198,3,35,1507,3995,1635,5,21,Petrol,Manual
593361,1198,3,35,1507,3995,1635,5,21,Petrol,Manual
615153,1198,3,35,1507,3995,1635,5,21,Petrol,Manual
658361,1198,3,35,1507,3995,1635,5,21,Petrol,Manual
680153,1198,3,35,1507,3995,1635,5,21,Petrol,Manual
482330,1172,4,45,1525,3987,1687,5,15,Petrol,Manual
575947,1248,4,45,1525,3989,1687,5,20,Diesel,Manual
523000,1194,4,42,1525,3941,1704,5,20,Petrol,Manual
623000,1498,4,40,1525,3941,1704,5,26,Diesel,Manual
599900,1196,4,42,1525,3941,1704,5,20,Petrol,Manual
699900,1498,4,40,1525,3941,1704,5,26,Diesel,Manual
664900,1194,4,42,1525,3941,1704,5,20,Petrol,Manual
764900,1498,4,40,1525,3941,1704,5,26,Diesel,Manual
746621,1248,4,37,1510,3995,1745,5,27,Diesel,Manual
868221,1248,4,37,1500,3995,1745,5,27,Diesel,Manual
668611,1248,4,37,1500,3995,1745,5,27,Diesel,Manual
807921,1248,4,37,1500,3995,1745,5,27,Diesel,Manual
758212,1197,4,37,1510,3995,1745,5,21,Petrol,Manual
890212,1197,4,37,1510,3995,1745,5,21,Petrol,Automatic
636612,1197,4,37,1510,3995,1745,5,21,Petrol,Manual
768612,1197,4,37,1510,3995,1745,5,21,Petrol,Automatic
558602,1197,4,37,1510,3995,1745,5,21,Petrol,Manual
697912,1197,4,37,1510,3995,1745,5,21,Petrol,Manual
733412,1197,4,37,1510,3995,1745,5,21,Petrol,Manual
789912,1197,4,37,1510,3995,1745,5,21,Petrol,Manual
829912,1197,4,37,1510,3995,1745,5,21,Petrol,Automatic
586428,1197,4,43,1520,3765,1660,5,19,Petrol,Manual
620637,1197,4,43,1520,3765,1660,5,20,Petrol,Manual
652328,1197,4,43,1520,3765,1660,5,17,Petrol,Automatic
705538,1197,4,43,1520,3765,1660,5,17,Petrol,Automatic
640537,1197,4,43,1520,3765,1660,5,20,Petrol,Manual
751203,1248,4,45,1487,4560,1730,4,20,Diesel,Manual
646336,1368,4,45,1487,4560,1730,4,15,Petrol,Manual
808558,1248,4,45,1487,4560,1730,4,20,Diesel,Manual
707025,1498,4,41,1515,4455,1695,4,17,Petrol,Manual
836461,1498,4,41,1515,4455,1695,4,17,Petrol,Manual
912534,1461,4,41,1515,4455,1695,4,23,Diesel,Manual
993997,1461,4,41,1515,4455,1695,4,23,Diesel,Manual
860997,1461,4,41,1515,4455,1695,4,23,Diesel,Manual
993997,1498,4,41,1515,4455,1695,4,18,Petrol,Automatic
877285,1461,4,41,1515,4455,1695,4,23,Diesel,Manual
759000,1462,4,45,1690,4395,1735,5,19,Petrol,Manual
917000,1462,4,45,1685,4265,1695,5,19,Petrol,Manual
936000,1462,4,45,1690,4395,1735,5,19,Petrol,Automatic
971000,1462,4,45,1690,4395,1735,5,19,Petrol,Manual
834000,1462,4,45,1685,4265,1695,5,19,Petrol,Manual
1013000,1462,4,45,1685,4265,1695,5,19,Petrol,Automatic
986689,1498,4,45,1690,4395,1735,5,24,Diesel,Manual
1069689,1498,4,45,1690,4395,1735,5,24,Diesel,Manual
1120689,1498,4,45,1690,4395,1735,5,24,Diesel,Manual
887689,1462,4,45,1685,4265,1695,5,19,CNG + Petrol,Manual
788913,998,3,37,1510,3995,1745,5,21,Petrol,Manual
925000,1199,4,40,1601,3999,1734,5,18,Petrol,Manual
925000,1498,4,40,1601,3999,1734,5,26,Diesel,Manual
815000,1199,4,40,1601,3999,1734,5,18,Petrol,Manual
916050,1498,4,40,1601,3999,1734,5,26,Diesel,Manual
808050,1199,4,40,1601,3999,1734,5,18,Petrol,Manual
935050,1199,4,40,1601,3999,1734,5,18,Petrol,Manual
854328,1493,3,60,1817,3995,1835,5,18,Diesel,Manual
914328,1493,3,60,1817,3995,1835,5,18,Diesel,Manual
976592,1493,3,60,1817,3995,1835,5,18,Diesel,Manual
999614,1493,3,60,1839,3995,1835,5,18,Diesel,Manual
1031943,1493,3,60,1839,3995,1835,5,18,Diesel,Manual
1022930,1493,3,60,1839,3995,1835,5,18,Diesel,Manual
1055259,1493,3,60,1839,3995,1835,5,18,Diesel,Manual
880689,1248,4,48,1595,4300,1785,5,24,Diesel,Manual
992689,1248,4,48,1595,4300,1785,5,24,Diesel,Manual
1043689,1248,4,48,1595,4300,1785,5,24,Diesel,Manual
1143689,1248,4,48,1595,4300,1785,5,24,Diesel,Manual
949999,1498,4,50,1619,4329,1813,5,14,Petrol,Manual
1049999,1461,4,50,1619,4329,1813,5,20,Diesel,Manual
1299999,1461,4,50,1619,4329,1813,5,20,Diesel,Manual
1199999,1498,4,50,1619,4329,1813,5,14,Petrol,Manual
963037,2489,4,55,1895,4520,1850,5,14,Diesel,Manual
1004487,2489,4,55,1895,4520,1850,5,14,Diesel,Manual
1031951,2179,4,55,1895,4520,1850,5,14,Diesel,Manual
1066139,2179,4,55,1895,4520,1850,5,14,Diesel,Manual
1228335,2179,4,55,1895,4520,1850,5,14,Diesel,Manual
989000,1497,4,60,1645,4315,1800,5,17,Petrol,Manual
1379000,1353,4,50,1645,4315,1800,5,16,Petrol,Manual
1529000,1353,4,50,1645,4315,1800,5,16,Petrol,Manual
1629000,1353,4,50,1645,4315,1800,5,17,Petrol,DCT
1629000,1353,4,50,1645,4315,1800,5,16,Petrol,Manual
999900,1461,4,50,1671,4331,1822,5,20,Diesel,Manual
1464900,1461,4,50,1671,4331,1822,5,19,Diesel,Automatic
999900,1598,4,50,1671,4331,1822,5,13,Petrol,Manual
1235700,1461,4,50,1671,4331,1822,5,20,Diesel,Manual
1419900,1461,4,50,1671,4331,1822,5,19,Diesel,Manual
1235700,1461,4,50,1671,4331,1822,5,20,Diesel,Manual
1109005,2179,4,63,1922,4655,1855,5,14,Diesel,Manual
1335158,2179,4,63,1922,4655,1965,5,14,Diesel,Manual
1479574,2179,4,63,1922,4655,1965,5,14,Diesel,Manual
1643829,2179,4,63,1922,4655,1965,5,14,Diesel,Manual
1589000,1999,4,50,1465,4620,1800,4,15,Petrol,Manual
1849000,1999,4,50,1465,4620,1800,4,15,Petrol,Manual
1949000,1999,4,50,1465,4620,1800,4,15,Petrol,AMT
2039000,1999,4,50,1465,4620,1800,4,15,Petrol,AMT
2079717,1995,4,62,1660,4475,1850,5,18,Diesel,Manual
1876656,1999,4,62,1660,4475,1850,5,13,Petrol,Manual
2364354,1995,4,62,1660,4475,1850,5,16,Diesel,Automatic
2187384,1999,4,62,1660,4475,1850,5,13,Petrol,Automatic
2697417,1995,4,62,1660,4475,1850,5,16,Diesel,Automatic
2373522,1999,4,62,1660,4475,1850,5,13,Petrol,Automatic
2246749,1999,4,62,1660,4475,1850,5,13,Petrol,Automatic
2423720,1995,4,62,1660,4475,1850,5,16,Diesel,Automatic
3021500,1968,4,55,1456,4767,1832,4,17,Diesel,Automatic
3321500,1968,4,66,1456,4767,1832,4,17,Diesel,Automatic
2599000,1968,4,55,1456,4767,1832,4,17,Diesel,Automatic
2899000,1968,4,66,1456,4767,1832,4,17,Diesel,Automatic
2785288,1595,4,50,1433,4292,1780,5,16,Petrol,Automatic
2886871,2143,4,50,1433,4292,2022,5,16,Diesel,Automatic
3283000,1984,5,60,1458,4370,1783,5,17,Diesel,Automatic
2962000,1596,4,50,1470,4370,1857,5,16,Petrol,Automatic
3490000,1998,4,47,1557,4299,1822,5,14,Petrol,Automatic
3740000,1998,4,47,1557,4299,1822,5,19,Diesel,Automatic
4140000,1998,4,47,1557,4299,1822,5,14,Petrol,Automatic
4240000,1998,4,47,1557,4299,1822,5,14,Petrol,Automatic
4020000,1950,4,66,1442,4686,1810,4,12,Diesel,Automatic
4670000,1950,4,66,1442,4686,1810,4,12,Diesel,Automatic
4974750,1950,4,66,1442,4686,1810,4,16,Diesel,Automatic
7500000,3982,8,66,1426,4756,1839,4,1449,Petrol,Automatic
4090000,1497,4,66,1442,4686,1810,4,12,Petrol,Automatic
4654000,1497,4,66,1442,4686,1810,4,12,Petrol,Automatic
4509000,1798,4,43,1490,4540,1760,4,24,Hybrid,Automatic
6060000,2494,6,56,1645,5,2,4,18,Petrol,Automatic
5990000,2494,6,56,1645,4640,1845,4,18,Petrol,Automatic
6463780,1999,4,60,1651,4731,2175,5,16,Diesel,Automatic
6422809,1997,4,60,1651,4731,2175,5,21,Petrol,Automatic
6531000,1969,4,60,1543,4950,2052,5,17,Diesel,Automatic
6948200,1968,4,58,1386,4733,1843,2,17,Diesel,Automatic
10490000,2998,6,80,1805,5151,2000,5,13,Petrol,Automatic
10250000,2993,6,80,1805,5151,2000,5,13,Diesel,Automatic
13590000,2979,6,60,1383,4671,1870,2,11,Petrol,Automatic
17420000,2981,6,64,1300,4519,1852,2,9,Petrol,Automatic
18844000,2981,6,64,1299,4519,1852,2,9,Petrol,Automatic
21240272,3799,6,74,1370,4710,1895,2,9,Petrol,Automatic
29500000,3982,8,73,1273,4465,2153,2,8,Petrol,Automatic
38845823,5935,12,91,1360,5019,1929,4,13,Petrol,Automatic
52000000,6496,12,92,1276,4657,1971,2,15,Petrol,Automatic
354235,796,3,35,1475,3430,1490,5,24,Petrol,Manual
356559,796,3,35,1475,3395,1490,5,25,Petrol,Manual
675090,1186,3,37,1520,3805,1680,5,21,Diesel,Manual
504990,1197,4,37,1520,3805,1680,5,21,Petrol,Manual
589610,1197,4,37,1520,3805,1680,5,21,Petrol,Manual
642610,1197,4,37,1520,3805,1680,5,21,Petrol,Automatic
643350,1197,4,37,1520,3805,1680,5,21,Petrol,Manual
703350,1197,4,37,1520,3805,1680,5,21,Petrol,Automatic
673350,1197,4,37,1520,3805,1680,5,21,Petrol,Manual
718950,1197,4,37,1520,3805,1680,5,21,Petrol,Manual
790350,1186,3,37,1520,3805,1680,5,21,Diesel,Automatic
804450,1186,3,37,1520,3805,1680,5,21,Diesel,Manual
643769,1197,4,43,1520,3995,1660,4,20,Petrol,Manual
733734,1197,4,43,1520,3995,1660,4,17,Petrol,Automatic
705546,1197,4,43,1520,3995,1660,4,20,Petrol,Manual
798558,1120,3,43,1520,3995,1660,4,25,Diesel,Manual
875358,1120,3,43,1520,3995,1660,4,25,Diesel,Manual
662880,1198,3,41,1530,3825,1665,5,19,Petrol,Automatic
781686,1198,3,41,1530,3825,1665,5,19,Petrol,Automatic
743504,1461,4,41,1525,3825,1665,5,23,Diesel,Manual
812964,1461,4,41,1525,3825,1665,5,23,Diesel,Manual
942263,2523,4,60,1880,4107,1745,5,16,Diesel,Manual
917055,2523,4,60,1880,4107,1745,5,16,Diesel,Manual
860720,2523,4,60,1880,4107,1745,5,16,Diesel,Manual
815883,2523,4,60,1910,4221,1745,5,16,Diesel,Manual
773678,2523,4,60,1910,4221,1745,5,16,Diesel,Manual
1102689,1248,4,43,1485,4490,1730,4,28,Diesel,Manual
919689,1248,4,43,1485,4490,1730,4,28,Diesel,Manual
980689,1248,4,43,1485,4490,1730,4,28,Diesel,Manual
1062689,1248,4,43,1485,4490,1730,4,28,Diesel,Manual
819689,1462,4,43,1485,4490,1730,4,22,Petrol,Manual
881689,1462,4,43,1485,4490,1730,4,22,Petrol,Manual
958689,1462,4,43,1485,4490,1730,4,22,Petrol,Manual
997689,1462,4,43,1485,4490,1730,4,22,Petrol,Manual
980689,1462,4,43,1485,4490,1730,4,20,Petrol,Automatic
1058688,1462,4,43,1485,4490,1730,4,20,Petrol,Automatic
1098689,1462,4,43,1485,4490,1730,4,20,Petrol,Automatic
1138189,1498,4,43,1485,4490,1730,4,27,Diesel,Manual
997689,1498,4,43,1485,4490,1730,4,26,Diesel,Manual
1109189,1498,4,43,1485,4490,1730,4,26,Diesel,Manual
998599,1598,4,55,1466,4413,1699,4,15,Petrol,Manual
1006139,1498,4,55,1466,4413,1699,4,21,Diesel,Manual
881916,1598,4,55,1466,4413,1699,4,15,Petrol,Manual
1129599,1498,4,55,1466,4413,1699,4,21,Diesel,Manual
1249599,1498,4,55,1466,4413,1699,4,22,Diesel,Automatic
1243599,1598,4,55,1466,4413,1699,4,15,Petrol,Automatic
1399599,1498,4,55,1466,4413,1699,4,22,Diesel,Automatic
1273599,1498,4,55,1466,4413,1699,4,21,Diesel,Manual
1115599,1598,4,55,1466,4413,1699,4,15,Petrol,Manual
999599,1598,4,55,1466,4413,1699,4,15,Petrol,Automatic
975599,1598,4,55,1466,4413,1699,4,15,Petrol,Manual
1099599,1598,4,55,1466,4413,1699,4,15,Petrol,Automatic
1158599,1498,4,55,1466,4413,1699,4,21,Diesel,Manual
1273599,1498,4,55,1466,4413,1699,4,22,Diesel,Automatic
999990,1396,4,55,1630,4270,1780,5,21,Diesel,Manual
999990,1591,4,55,1630,4270,1780,5,15,Petrol,Manual
1232534,1591,4,55,1630,4270,1780,5,15,Petrol,Manual
1394437,1591,4,55,1630,4270,1780,5,15,Petrol,Manual
1377363,1591,4,55,1630,4270,1780,5,15,Petrol,Automatic
1287041,1591,4,55,1630,4270,1780,5,15,Petrol,Automatic
1197919,1396,4,55,1630,4270,1780,5,21,Diesel,Manual
1366797,1582,4,55,1630,4270,1780,5,20,Diesel,Manual
1543564,1582,4,55,1630,4270,1780,5,20,Diesel,Manual
1527395,1582,4,55,1630,4270,1780,5,17,Diesel,Automatic
1421208,1582,4,55,1630,4270,1780,5,20,Diesel,Manual
1336033,1582,4,55,1630,4270,1780,5,17,Diesel,Automatic
1422937,1591,4,55,1630,4270,1780,5,15,Petrol,Manual
1572064,1582,4,55,1630,4270,1780,5,20,Diesel,Manual
1107167,1396,4,55,1630,4270,1780,5,21,Diesel,Manual
1092192,1591,4,55,1630,4270,1780,5,15,Petrol,Manual
1279983,1591,4,55,1630,4270,1780,5,15,Petrol,Manual
1414247,1582,4,55,1665,4270,1780,5,20,Diesel,Manual
1345363,1956,3,50,1706,4598,1894,5,17,Diesel,Manual
1471368,1956,3,50,1706,4598,1894,5,17,Diesel,Manual
1591368,1956,3,50,1706,4598,1894,5,17,Diesel,Manual
1721368,1956,3,50,1706,4598,1894,5,17,Diesel,Manual
1732231,1956,3,50,1706,4598,1894,5,17,Diesel,Manual
1730755,1956,3,50,1706,4598,1894,5,17,Diesel,Manual
2693000,2360,4,60,1710,4695,1810,5,10,Petrol,Automatic
3438000,1991,4,50,1494,4424,1804,5,14,Petrol,Automatic
3233000,2143,4,70,1494,4424,1804,5,18,Diesel,Automatic
3564000,2143,4,70,1494,4424,1804,5,18,Diesel,Automatic
7784944,1991,4,50,1479,4445,1804,5,14,Petrol,Automatic
3864000,2143,4,70,1494,4424,1804,5,18,Diesel,Automatic
8067000,1991,4,50,1479,4445,1804,5,14,Petrol,Automatic
4321237,1993,4,60,1464,4933,1849,4,23,Hybrid,Automatic
5930000,1995,4,70,1464,4907,1860,4,18,Diesel,Automatic
6680000,2993,6,70,1464,4907,1860,4,15,Diesel,Automatic
5980000,1998,6,70,1464,4907,1860,4,15,Petrol,Automatic
6890000,2993,6,88,1481,5219,2142,4,16,Diesel,Automatic
7450000,2993,6,88,1481,5219,2142,4,16,Diesel,Automatic
6440000,4395,8,70,1369,4894,1894,2,8,Petrol,Automatic
6440000,1995,4,66,1538,5091,1902,4,22,Diesel,Automatic
6998000,1984,6,65,1624,4696,1923,5,11,Petrol,Automatic
22155390,5000,6,72,1308,4470,2042,2,14,Petrol,Automatic
26501830,5000,8,70,1311,4475,2042,2,12,Petrol,Automatic
28004965,5000,8,70,1311,4475,2042,2,12,Petrol,Automatic
9092578,1997,6,63,1311,4482,1923,2,15,Petrol,Automatic
10419200,1997,8,63,1308,4482,1923,2,11,Petrol,Automatic
9366433,1997,4,63,1311,4482,1923,2,11,Petrol,Automatic
15490000,4395,8,68,1473,4956,1903,4,10,Petrol,Automatic
43367500,3902,8,86,1211,4568,1952,2,6,Petrol,Automatic
479000,998,3,32,1675,3655,1620,5,23,Petrol,Manual
526000,998,3,32,1675,3655,1620,5,23,Petrol,Automatic
548000,1197,3,32,1620,3655,1675,5,22,Petrol,Manual
434000,998,3,32,1675,3655,1620,5,23,Petrol,Manual
513501,1197,3,32,1675,3655,1620,5,22,Petrol,Manual
560500,1197,3,32,1675,3655,1620,5,22,Petrol,Automatic
594800,1197,3,32,1675,3655,1620,5,22,Petrol,Automatic
441000,998,3,32,1675,3655,1620,5,23,Petrol,Manual
486001,998,3,32,1675,3655,1620,5,23,Petrol,Manual
520500,1197,3,32,1675,3655,1620,5,22,Petrol,Manual
567500,1197,3,32,1675,3655,1620,5,22,Petrol,Automatic
533000,998,3,32,1675,3655,1620,5,23,Petrol,Automatic
594993,1199,3,35,1587,3793,1665,5,24,Petrol,Manual
689993,1047,3,35,1587,3793,1665,5,27,Diesel,Manual
